term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf
elaborateness,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elabor,elabor,elab,0.040048997758460506,8.049848549450562
elaboration,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elabor,elabor,elab,0.028956289746225047,8.049848549450562
elan,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elan,elan,el,0.016982802846942112,8.049848549450562
elastic,6,7,7.694981205008407e-06,16.987650766549024,JJ,2,JJ,0,elast,elast,elast,0.06559729788147382,28.639602272815992
elated,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elat,elat,el,0.0555161968927625,8.049848549450562
elation,3,7,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,elat,elat,el,0.05027688487085699,14.099697098901123
elations,1,8,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,elat,elat,el,0.029704238189854473,8.049848549450562
elbow,31,5,3.975740289254344e-05,14.618416956883303,NN,2,NN,0,elbow,elbow,elbow,0.026123276174082805,85.14980899189591
elbowing,1,8,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,elbow,elbow,elbow,0.011925701554741572,8.049848549450562
elbows,14,6,1.7954956145019616e-05,15.765258345212574,NNS,2,NN,0,elbow,elbow,elbow,0.02063594063188775,59.39491078350141
elder,30,5,3.847490602504203e-05,14.66572267166166,NN,2,NN,0,elder,elder,eld,0.032174733966360954,78.98917247789181
elderly,70,7,8.977478072509808e-05,13.443330250325213,JJ,3,JJ,0,elderli,elder,eld,0.01905269499105914,107.81340689294422
elders,4,6,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,elder,elder,eld,0.020126089505883175,24.199394197802246
eldest,8,6,1.0259974940011209e-05,16.572613267270178,JJS,1,JJ,0,eldest,eldest,eldest,0.02923370288394938,40.39878839560449
eleanor,60,7,7.694981205008406e-05,13.66572267166166,NNP,3,NN,0,eleanor,eleanor,el,0.07686221212754764,50.49458623894591
eleanordid,1,10,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,eleanordid,eleanordid,eleanordid,0.02353756885804258,8.049848549450562
eleanors,5,8,6.412484337507005e-06,17.250685172382816,NNP,1,NN,0,eleanor,eleanor,el,0.04866373360250684,14.099697098901123
eleanoryou,1,10,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,eleanory,eleanoryou,eleanoryou,0.02353756885804258,8.049848549450562
elected,3,7,3.8474906025042036e-06,17.987650766549024,VBN,2,VB,0,elect,elect,elect,0.033869326081666117,19.394658146188217
election,2,8,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,elect,elect,elect,0.02641939313558489,14.099697098901123
elections,3,9,3.8474906025042036e-06,17.987650766549024,NNS,1,NN,0,elect,elect,elect,0.04006530657690228,19.394658146188217
electionsas,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,electionsa,electionsa,electionsa,0.011925701554741572,8.049848549450562
elective,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elect,elect,elect,0.043749176899187836,8.049848549450562
electric,60,8,7.694981205008406e-05,13.66572267166166,JJ,2,JJ,0,electr,electr,elect,0.022046707430655746,118.31453033901145
electricity,1,11,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,electr,electr,elect,0.03272296158313237,8.049848549450562
electrocuted,3,12,3.8474906025042036e-06,17.987650766549024,VBN,2,VB,0,electrocut,electrocut,electrocut,0.0471183044895438,19.394658146188217
elegance,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,eleg,eleg,eleg,0.03553569607069852,14.099697098901123
elegant,4,7,5.1299874700056045e-06,17.572613267270178,JJ,1,JJ,0,eleg,eleg,eleg,0.017170982667122855,24.199394197802246
elegantly,1,9,1.2824968675014011e-06,19.572613267270178,CC,1,CC,0,elegantli,eleg,eleg,0.02854556223209419,8.049848549450562
elegy,2,5,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,elegi,elegi,elegy,0.03095483238544907,14.099697098901123
element,7,7,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,element,element,el,0.018018939547627382,36.6974553917507
elemental,4,9,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,element,element,el,0.019367753387174492,24.199394197802246
elementary,3,10,3.8474906025042036e-06,17.987650766549024,JJ,1,JJ,0,elementari,elementari,el,0.030697039070209754,19.394658146188217
elements,7,8,8.977478072509808e-06,16.765258345212576,NNS,2,NN,0,element,element,el,0.03555222588475524,36.6974553917507
elephant,4,8,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,eleph,eleph,eleph,0.04526423786406517,24.199394197802246
elephants,8,9,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,eleph,eleph,eleph,0.05734061162325867,28.639602272815992
elevate,1,7,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,elev,elev,elev,0.03120096336996342,8.049848549450562
elevated,5,8,6.412484337507005e-06,17.250685172382816,NN,3,NN,0,elev,elev,elev,0.025784702771179807,24.199394197802246
elevation,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elev,elev,elev,0.02665512764718729,8.049848549450562
elevator,24,8,3.077992482003363e-05,14.987650766549022,NN,1,NN,0,elev,elev,elev,0.06533774744016727,53.57863258475287
eleven,47,6,6.027735277256585e-05,14.018024415592542,JJ,5,JJ,0,eleven,eleven,elev,0.024434698311564574,109.11681818252796
eleventh,3,8,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,eleventh,eleventh,eleven,0.02346803355741138,19.394658146188217
elf,1,3,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elf,elf,elf,0.016982802846942112,8.049848549450562
elfin,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elfin,elfin,elfin,0.02353756885804258,8.049848549450562
elfish,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elfish,elfish,elf,0.09252699482127083,8.049848549450562
elgin,4,5,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,elgin,elgin,elgin,0.030346582414331306,19.394658146188217
elicit,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,elicit,elicit,elicit,0.01817121568724732,8.049848549450562
elicited,3,8,3.8474906025042036e-06,17.987650766549024,VBD,2,VB,0,elicit,elicit,elicit,0.025878841818785303,19.394658146188217
elided,1,6,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,elid,elid,elid,0.10878173715473734,8.049848549450562
eligible,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elig,elig,elig,0.017730943941521065,8.049848549450562
eliminate,1,9,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,elimin,elimin,elimin,0.02223715068908995,8.049848549450562
elimus,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,elimu,elimus,elim,0.5366565699633709,8.049848549450562
eliot,37,5,4.745238409755184e-05,14.363159901641229,NNP,1,NN,0,eliot,eliot,eliot,0.09998016391499692,43.919311932074244
eliots,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,eliot,eliot,eliot,0.020483075189441636,8.049848549450562
elis,1,4,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,eli,eli,el,0.011925701554741572,8.049848549450562
elite,2,5,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,elit,elit,elit,0.020023175961044387,14.099697098901123
elizabeth,25,9,3.206242168753503e-05,14.928757077495455,NNP,2,NN,0,elizabeth,elizabeth,elizabe,0.041644127877201405,50.49458623894591
elizabethan,19,11,2.4367440482526622e-05,15.324685753826593,NNP,1,NN,0,elizabethan,elizabethan,elizabeth,0.02997768052961519,59.39491078350141
elizabethans,7,12,8.977478072509808e-06,16.765258345212576,NNP,2,NN,0,elizabethan,elizabethan,elizabeth,0.02790959585647481,28.639602272815992
elizabeths,4,10,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,elizabeth,elizabeth,elizabeth,0.09226187449227005,8.049848549450562
elks,1,4,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elk,elk,elk,0.04680144505494513,8.049848549450562
ella,4,4,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,ella,ella,ell,0.09992520706472932,14.099697098901123
ellen,5,5,6.412484337507005e-06,17.250685172382816,NNP,1,NN,0,ellen,ellen,el,0.03632465045276108,19.394658146188217
ellens,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,ellen,ellen,el,0.026832828498168544,8.049848549450562
elliot,91,6,0.0001167072149426275,13.064818627071482,NNP,2,NN,0,elliot,elliot,elliot,0.08933723825248678,62.14436930763064
elliots,11,7,1.4107465542515412e-05,16.11318164863288,NNP,1,NN,0,elliot,elliot,elliot,0.027416108821402746,36.6974553917507
elliott,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,elliott,elliott,elliot,0.03156803352725711,8.049848549450562
elm,8,3,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,elm,elm,elm,0.02524341224181554,36.6974553917507
elmer,15,5,1.9237453012521015e-05,15.66572267166166,NNP,1,NN,0,elmer,elmer,elm,0.11833732652520558,19.394658146188217
elms,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,elm,elm,elm,0.07848380657794547,19.394658146188217
elocution,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elocut,elocut,elocut,0.03272296158313237,8.049848549450562
elongated,3,9,3.8474906025042036e-06,17.987650766549024,VBD,1,VB,0,elong,elong,elong,0.03952865219727122,19.394658146188217
elongating,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elong,elong,elong,0.03692591077729616,8.049848549450562
elope,2,5,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,elop,elop,elop,0.2555507476016051,8.049848549450562
eloped,1,6,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,elop,elop,elop,0.042145803923824936,8.049848549450562
eloquence,3,9,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,eloqu,eloqu,eloqu,0.026509172696935993,14.099697098901123
eloquencea,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,eloquencea,eloquencea,eloquence,0.03120096336996342,8.049848549450562
eloquent,2,8,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,eloqu,eloqu,eloqu,0.09107519954297322,14.099697098901123
elsbeth,11,7,1.4107465542515412e-05,16.11318164863288,NNP,2,NN,0,elsbeth,elsbeth,elsbe,0.19856900369402353,14.099697098901123
else,175,4,0.0002244369518127452,12.12140215543785,RB,8,RB,0,els,els,els,0.014476826906859905,139.85579310700604
elseeverything,1,14,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elseeveryth,elseeveryth,elseeveryth,0.03888815724372252,8.049848549450562
elsei,1,5,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,elsei,elsei,else,0.013218142117324404,8.049848549450562
elses,10,5,1.282496867501401e-05,16.250685172382816,NN,2,NN,0,els,els,els,0.022816646088060142,47.279204545631984
elsewhere,5,9,6.412484337507005e-06,17.250685172382816,NN,3,NN,0,elsewher,elsewher,elsewh,0.013796879602254324,28.639602272815992
elucidation,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,elucid,elucid,elucid,0.01769197483395728,8.049848549450562
eluded,3,6,3.8474906025042036e-06,17.987650766549024,VBD,2,VB,0,elud,elud,elud,0.036291105480227605,14.099697098901123
eludes,1,6,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,elud,elud,elud,0.017928393205903257,8.049848549450562
eluding,3,7,3.8474906025042036e-06,17.987650766549024,VBG,1,VB,0,elud,elud,elud,0.03390741068228089,19.394658146188217
elusive,4,7,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,elus,elus,elud,0.042225579290092324,24.199394197802246
elyphant,3,8,3.8474906025042036e-06,17.987650766549024,NN,3,NN,0,elyph,elyph,elyph,0.447213808302809,8.049848549450562
em,106,2,0.0001359446679551485,12.84469281270698,NN,14,NN,0,em,em,em,0.04420985864721999,118.31453033901145
emaciated,1,9,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,emaci,emaci,em,0.042145803923824936,8.049848549450562
emanation,2,9,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,eman,eman,em,0.16947049577790657,8.049848549450562
emancipation,2,12,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,emancip,emancip,emancip,0.28834277369234945,14.099697098901123
emasculate,1,10,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,emascul,emascul,emasc,0.019350597474640775,8.049848549450562
emasculated,1,11,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,emascul,emascul,emasc,0.012233812385183226,8.049848549450562
embankment,21,10,2.6932434217529424e-05,15.180295844491418,NNP,3,NN,0,embank,embank,embank,0.045049292551637914,47.279204545631984
embark,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,embark,embark,embark,0.024319784137312877,8.049848549450562
embarkation,2,11,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,embark,embark,embark,0.026436284234648808,8.049848549450562
embarked,2,8,2.5649937350028022e-06,18.572613267270178,VBN,1,VB,0,embark,embark,embark,0.019135466407923657,14.099697098901123
embarking,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,embark,embark,embark,0.013218142117324404,8.049848549450562
embarrass,2,9,2.5649937350028022e-06,18.572613267270178,VB,2,VB,0,embarrass,embarrass,embarrass,0.013131645235275831,14.099697098901123
embarrassed,23,11,2.9497427952532226e-05,15.049051311213166,JJ,7,JJ,0,embarrass,embarrass,embarrass,0.04779796340229988,59.39491078350141
embarrassedly,1,13,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,embarrassedli,embarrass,embarrass,0.02267562971676215,8.049848549450562
embarrassing,3,12,3.8474906025042036e-06,17.987650766549024,VBD,3,VB,0,embarrass,embarrass,embarrass,0.04858452034481999,19.394658146188217
embarrassment,16,13,2.0519949880022418e-05,15.572613267270178,NN,2,NN,0,embarrass,embarrass,embarrass,0.038398636326112956,56.542314807023104
embarrassments,1,14,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,embarrass,embarrass,embarrass,0.04707513771608516,8.049848549450562
embarrassmentthough,1,19,1.2824968675014011e-06,19.572613267270178,IN,1,IN,0,embarrassmentthough,embarrassmentthough,embarrassmentthough,0.011925701554741572,8.049848549450562
embassy,4,7,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,embassi,embassi,embassy,0.03020478672747205,19.394658146188217
embedded,1,8,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,embed,embed,embed,0.06240192673992684,8.049848549450562
embellish,1,9,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,embellish,embellish,embel,0.02118381197223832,8.049848549450562
embellishment,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,embellish,embellish,embel,0.05439086857736867,8.049848549450562
embers,3,6,3.8474906025042036e-06,17.987650766549024,NNS,2,NN,0,ember,ember,emb,0.0340402407634833,19.394658146188217
embittering,1,11,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,embitt,embitt,embit,0.08385258905677669,8.049848549450562
emblem,3,6,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,emblem,emblem,emblem,0.02391903612240287,19.394658146188217
emblems,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,emblem,emblem,emblem,0.020747032343944746,8.049848549450562
embodied,1,8,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,embodi,embodi,embody,0.03870119494928155,8.049848549450562
embodiment,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,embodi,embodi,embody,0.017386281964256074,8.049848549450562
embody,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,embodi,embodi,embody,0.019350597474640775,8.049848549450562
embodying,1,9,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,embodi,embodi,embody,0.03120096336996342,8.049848549450562
embrace,14,7,1.7954956145019616e-05,15.765258345212574,NN,3,NN,0,embrac,embrac,embrac,0.031638513200786235,53.57863258475287
embraced,3,8,3.8474906025042036e-06,17.987650766549024,VBD,1,VB,0,embrac,embrac,embrac,0.03718657491360026,19.394658146188217
embraces,3,8,3.8474906025042036e-06,17.987650766549024,VBZ,3,VB,0,embrac,embrac,embrac,0.03354159905718738,19.394658146188217
embrasures,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,embrasur,embrasur,embras,0.06240192673992684,8.049848549450562
embroider,1,9,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,embroid,embroid,embroid,0.04024924274725281,8.049848549450562
embroidered,3,11,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,embroid,embroid,embroid,0.036007232568932394,19.394658146188217
embroideries,3,12,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,embroideri,embroideri,embroidery,0.028692586460855582,19.394658146188217
embroidery,15,10,1.9237453012521015e-05,15.66572267166166,NN,2,NN,0,embroideri,embroideri,embroidery,0.02694982717125494,50.49458623894591
embryo,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,embryo,embryo,embryo,0.028956289746225047,8.049848549450562
emendation,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,emend,emend,emend,0.012233812385183226,8.049848549450562
emerald,4,7,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,emerald,emerald,emerald,0.02202768039379308,24.199394197802246
emeralds,5,8,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,emerald,emerald,emerald,0.026158901217342483,28.639602272815992
emerge,5,6,6.412484337507005e-06,17.250685172382816,VB,3,VB,0,emerg,emerg,emerg,0.03246907017807198,28.639602272815992
emerged,21,7,2.6932434217529424e-05,15.180295844491418,VBD,4,VB,0,emerg,emerg,emerg,0.024944922533368,74.55840909126398
emergence,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,emerg,emerg,emerg,0.012233812385183226,8.049848549450562
emergency,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,emerg,emerg,emerg,0.017928393205903257,8.049848549450562
emerges,2,7,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,emerg,emerg,emerg,0.027387804490171728,14.099697098901123
emerging,7,8,8.977478072509808e-06,16.765258345212576,VBG,2,VB,0,emerg,emerg,emerg,0.029969172809223458,32.789316292376434
emerson,7,7,8.977478072509808e-06,16.765258345212576,NNP,3,NN,0,emerson,emerson,emerson,0.057839612579226894,19.394658146188217
emigrate,2,8,2.5649937350028022e-06,18.572613267270178,VBP,1,VB,0,emigr,emigr,emigr,0.030073109623342077,14.099697098901123
emily,8,5,1.0259974940011209e-05,16.572613267270178,NNP,1,NN,0,emili,emili,emy,0.06435989898085083,24.199394197802246
eminence,6,8,7.694981205008407e-06,16.987650766549024,NN,3,NN,0,emin,emin,emin,0.023596977062397467,28.639602272815992
eminences,1,9,1.2824968675014011e-06,19.572613267270178,IN,1,IN,0,emin,emin,emin,0.023816119968788647,8.049848549450562
eminent,5,7,6.412484337507005e-06,17.250685172382816,JJ,2,JJ,0,emin,emin,emin,0.04021622552150602,19.394658146188217
emitted,5,7,6.412484337507005e-06,17.250685172382816,VBD,1,VB,0,emit,emit,emit,0.02227516367017573,24.199394197802246
emitting,8,8,1.0259974940011209e-05,16.572613267270178,VBG,1,VB,0,emit,emit,emit,0.07224257005925597,36.6974553917507
emma,4,4,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,emma,emma,emm,0.020784818726486104,24.199394197802246
emotion,55,7,7.053732771257707e-05,13.79125355374552,NN,3,NN,0,emot,emot,emot,0.016261792888132752,109.11681818252796
emotional,23,9,2.9497427952532226e-05,15.049051311213166,JJ,4,JJ,0,emot,emot,emot,0.01750756864125559,69.83862386414849
emotionally,1,11,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,emot,emot,emot,0.02630669460604759,8.049848549450562
emotionless,2,11,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,emotionless,emotionless,emotionless,0.027022536578947244,14.099697098901123
emotions,35,8,4.488739036254904e-05,14.443330250325213,NNS,2,NN,0,emot,emot,emot,0.012848515491921517,97.59515358241796
emperor,4,7,5.1299874700056045e-06,17.572613267270178,NNP,2,NN,0,emperor,emperor,emp,0.038963510436387884,19.394658146188217
emperors,1,8,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,emperor,emperor,emp,0.1059190598611916,8.049848549450562
emphasis,11,8,1.4107465542515412e-05,16.11318164863288,NN,2,NN,0,emphasi,emphasi,emphas,0.026292943356550993,50.49458623894591
